Ticks,Tics,TicDelta,Ax-1,Ay-1,Az-1,Ax,Ay,Az,Distance,DistanceDelta,Ax-avg,Ay-avg,Az-avg,DistanceDelta-avg,Ax-avgN,Ay-avgN,Az-avgN,A-mag,DistanceDelta-1
871172,49200,200,-0.5782662,-0.4053724,0.5470086,-0.7482296,-1.067644,0.4864469,90.1228,0.5309,-0.99125772,-0.404395712,0.402637396,0.5366,0.06622704,0.057826628,0.01758244,1.391525002,0.5308
871373,49401,201,-0.7482296,-1.067644,0.4864469,-1.42906,-0.7472528,0.4757021,90.6563,0.5335,-1.00884012,-0.407521492,0.394236906,0.53724,-0.0175824,-0.00312578,-0.00840049,1.68133629,0.5309
871573,49601,200,-1.42906,-0.7472528,0.4757021,-0.8693528,-0.05860806,0.4278389,91.1872,0.5309,-1.02056172,-0.442881692,0.386813206,0.53746,-0.0117216,-0.0353602,-0.0074237,0.970698367,0.5335
871784,49812,211,-0.8693528,-0.05860806,0.4278389,-1.419292,0.2412698,0.03418803,91.7473,0.5601,-0.96625158,-0.503247892,0.405372426,0.53766,0.05431014,-0.0603662,0.01855922,1.440058929,0.5309
871984,50012,200,-1.419292,0.2412698,0.03418803,-0.6368742,-0.5821734,0.5098901,92.2792,0.5319,-0.95511598,-0.615384732,0.385641046,0.53734,0.0111356,-0.11213684,-0.01973138,1.002258713,0.5601
872184,50212,200,-0.6368742,-0.5821734,0.5098901,-0.4766789,-1.369475,0.579243,92.8111,0.5319,-1.00024422,-0.63687436,0.415335786,0.53808,-0.04512824,-0.021489628,0.02969474,1.561475905,0.5319
872384,50412,200,-0.4766789,-1.369475,0.579243,-1.373382,-1.307937,0.3770452,93.343,0.5319,-0.96644682,-0.75135542,0.3848596,0.5367,0.0337974,-0.11448106,-0.030476186,1.933659845,0.5319
872585,50613,201,-1.373382,-1.307937,0.3770452,-1.094994,-0.1660562,0.5763126,93.8776,0.5346,-0.95394378,-0.81680108,0.4079121,0.53658,0.01250304,-0.06544566,0.0230525,1.24848818,0.5319
872793,50821,208,-1.094994,-0.1660562,0.5763126,-1.250305,-0.3311355,-0.1181929,94.4308,0.5532,-1.04146516,-0.85606848,0.3842735,0.53648,-0.08752138,-0.0392674,-0.0236386,1.298800552,0.5346
872993,51021,200,-1.250305,-0.3311355,-0.1181929,-0.574359,-0.9094017,0.6251526,94.9621,0.5313,-1.02388276,-0.84493288,0.3547741,0.53638,0.0175824,0.0111356,-0.0294994,1.244072139,0.5532
873193,51221,200,-0.574359,-0.9094017,0.6251526,-0.9142858,-1.565812,0.46105,95.4935,0.5314,-1.03755796,-0.86231994,0.33738704,0.53628,-0.0136752,-0.01738706,-0.01738706,1.870896268,0.5313
873393,51421,200,-0.9142858,-1.565812,0.46105,-1.28547,-1.252259,0.2295482,96.0249,0.5314,-1.01040296,-0.99242984,0.37059827,0.53776,0.027155,-0.1301099,0.03321123,1.809220302,0.5314
873594,51622,201,-1.28547,-1.252259,0.2295482,-1.16337,-0.2529915,0.4893773,96.559,0.5341,-1.07526254,-1.0334555,0.37724053,0.53778,-0.06485958,-0.04102566,0.00664226,1.287215832,0.5314
873805,51833,211,-1.16337,-0.2529915,0.4893773,-1.11453,-0.981685,0.04786325,97.1196,0.5606,-1.032674,-1.1186325,0.44542125,0.53776,0.04258854,-0.085177,0.06818072,1.485992413,0.5341
874005,52033,200,-1.11453,-0.981685,0.04786325,-0.8986569,-1.11453,0.6583639,97.651,0.5314,-1.0121612,-1.03365078,0.44620269,0.53776,0.0205128,0.08498172,0.00078144,1.575818635,0.5606
874205,52233,200,-0.8986569,-1.11453,0.6583639,-0.7013431,-1.991697,0.8019536,98.1823,0.5313,-0.97894998,-0.976019512,0.40810745,0.53722,0.03321122,0.057631268,-0.03809524,2.258731649,0.5314
874405,52433,200,-0.7013431,-1.991697,0.8019536,-1.182906,-0.8273504,0.2334554,98.7137,0.5314,-0.94749698,-0.949059792,0.53509158,0.53722,0.031453,0.02695972,0.12698413,1.462284758,0.5313
874605,52633,200,-1.182906,-0.8273504,0.2334554,-0.9973139,0.03516484,0.2989011,99.2451,0.5314,-0.96195364,-0.923272232,0.54661782,0.5372,-0.01445666,0.02578756,0.01152624,1.041735786,0.5314
874816,52844,211,-0.9973139,0.03516484,0.2989011,-0.957265,-0.8468864,0.6827839,99.8057,0.5606,-0.96332116,-0.923272232,0.5862759,0.53734,-0.00136752,0,0.03965808,1.449057179,0.5314
875016,53044,200,-0.957265,-0.8468864,0.6827839,-0.9709402,-0.9855922,0.7159951,100.337,0.5313,-0.9086203,-0.897093972,0.61245418,0.53726,0.05470086,0.02617826,0.02617828,1.557808024,0.5606
875216,53244,200,-0.9709402,-0.9855922,0.7159951,-0.7081807,-1.991697,1.000244,100.869,0.532,-0.91565332,-0.98813182,0.57728934,0.53718,-0.00703302,-0.091037848,-0.03516484,2.338560434,0.5313
875416,53444,200,-0.7081807,-1.991697,1.000244,-0.9094017,-0.6964591,0.3643468,101.4,0.531,-0.91663012,-1.01294258,0.58744806,0.53666,-0.0009768,-0.02481076,0.01015872,1.202004709,0.532
875616,53644,200,-0.9094017,-0.6964591,0.3643468,-1.032479,-0.4200244,0.1230769,101.931,0.531,-0.91702084,-1.01470082,0.59448104,0.5364,-0.00039072,-0.00175824,0.00703298,1.121419326,0.531
875826,53854,210,-1.032479,-0.4200244,0.1230769,-0.962149,-0.9709402,0.7335775,102.489,0.558,-0.9029549,-0.90666662,0.59956044,0.5354,0.01406594,0.1080342,0.0050794,1.551319283,0.531
876027,54055,201,-0.962149,-0.9709402,0.7335775,-0.9728938,-0.9943834,0.75116,103.019,0.53,-0.94144096,-0.87697188,0.58373626,0.5352,-0.03848606,0.02969474,-0.01582418,1.581000328,0.558
876227,54255,200,-0.9728938,-0.9943834,0.75116,-0.637851,-1.451526,1.025641,103.546,0.527,-0.91116006,-0.83575088,0.61811966,0.5344,0.0302809,0.041221,0.0343834,1.888311703,0.53
876428,54456,201,-0.637851,-1.451526,1.025641,-1.101832,-0.5479854,0.2852259,104.076,0.53,-0.84473758,-0.79570204,0.6454701,0.5372,0.06642248,0.04004884,0.02735044,1.263200526,0.527
876628,54656,200,-1.101832,-0.5479854,0.2852259,-0.8810745,-0.2139194,0.2949939,104.603,0.527,-0.8480587,-0.83536016,0.66989012,0.5372,-0.00332112,-0.03965812,0.02442002,0.953454344,0.53
876845,54873,217,-0.8810745,-0.2139194,0.2949939,-0.6300366,-0.770696,0.8703297,105.175,0.572,-0.811331,-0.81191696,0.6646154,0.5378,0.0367277,0.0234432,-0.00527472,1.322267835,0.527
877045,55073,200,-0.6300366,-0.770696,0.8703297,-0.9894994,-1.192674,0.8732601,105.705,0.53,-0.8207082,-0.87521364,0.68512822,0.5378,-0.0093772,-0.06329668,0.02051282,1.778809584,0.572
877245,55273,200,-0.9894994,-1.192674,0.8732601,-0.4542125,-1.33431,0.9992674,106.235,0.53,-0.9010013,-0.838485926,0.72713066,0.5388,-0.0802931,0.036727714,0.04200244,1.727781094,0.53
877445,55473,200,-0.4542125,-1.33431,0.9992674,-1.148718,-0.8644688,0.38779,106.765,0.53,-0.91409044,-0.841611686,0.7210745,0.5374,-0.01308914,-0.00312576,-0.00605616,1.489040105,0.53
877646,55674,201,-1.148718,-0.8644688,0.38779,-1.28254,-0.03028083,0.5050061,107.297,0.532,-0.88341888,-0.851379686,0.66012212,0.5368,0.03067156,-0.009768,-0.06095238,1.378715685,0.53
877859,55887,213,-1.28254,-0.03028083,0.5050061,-0.6954823,-0.7863248,0.8400489,107.862,0.565,-0.92932852,-0.806446886,0.6450794,0.5362,-0.04590964,0.0449328,-0.01504272,1.344501571,0.532
878059,56087,200,-0.6954823,-0.7863248,0.8400489,-0.8361416,-1.241514,0.5684982,108.389,0.527,-0.95257632,-0.766007346,0.62573874,0.5356,-0.0232478,0.04043954,-0.01934066,1.601149584,0.565
878259,56287,200,-0.8361416,-1.241514,0.5684982,-0.6837607,-1.109646,0.9240538,108.916,0.527,-0.90881552,-0.79218562,0.67086694,0.5346,0.0437608,-0.026178274,0.0451282,1.597722869,0.527
878459,56487,200,-0.6837607,-1.109646,0.9240538,-1.264957,-0.6622711,0.2910867,109.443,0.527,-0.9133088,-0.8080098,0.62202688,0.5372,-0.00449328,-0.01582418,-0.04884006,1.457206467,0.527
878659,56687,200,-1.264957,-0.6622711,0.2910867,-1.063736,-0.1611722,0.7306471,109.97,0.527,-0.85802188,-0.9570696,0.6821978,0.5256,0.05528692,-0.1490598,0.06017092,1.300521411,0.527
878878,56906,219,-1.063736,-0.1611722,0.7306471,-0.7179487,-0.8654457,0.5958486,110.548,0.578,-0.88771664,-0.9758242,0.63199022,0.5146,-0.02969476,-0.0187546,-0.05020758,1.272588759,0.527
879078,57106,200,-0.7179487,-0.8654457,0.5958486,-0.559707,-1.986813,0.8693528,111.017,0.469,-0.88478624,-0.98891332,0.65406592,0.5032,0.0029304,-0.01308912,0.0220757,2.239748226,0.578
879279,57307,201,-0.559707,-1.986813,0.8693528,-0.8322345,-1.203419,0.6730159,111.489,0.472,-0.88595844,-0.949255192,0.64722832,0.4918,-0.0011722,0.039658128,-0.0068376,1.610522261,0.469
879479,57507,200,-0.8322345,-1.203419,0.6730159,-1.250305,-0.7277167,0.4014652,111.959,0.47,-0.89435894,-0.965665452,0.65855922,0.4756,-0.0084005,-0.01641026,0.0113309,1.501335571,0.472
879679,57707,200,-1.250305,-0.7277167,0.4014652,-1.069597,0.03711844,0.6964591,112.429,0.47,-0.84942608,-0.942613052,0.66539684,0.4764,0.04493286,0.0230524,0.00683762,1.276898899,0.47
879891,57919,212,-1.069597,0.03711844,0.6964591,-0.7599512,-0.947497,0.6525031,112.926,0.497,-0.85684974,-0.936361452,0.6321856,0.4764,-0.00742366,0.0062516,-0.03321124,1.37878087,0.47
880091,58119,200,-0.7599512,-0.947497,0.6525031,-0.3350427,-1.871551,0.9035409,113.399,0.473,-0.81797314,-0.914481112,0.67282052,0.477,0.0388766,0.02188034,0.04063492,2.105075513,0.497
880291,58319,200,-0.3350427,-1.871551,0.9035409,-0.8693528,-1.172161,0.5069597,113.871,0.472,-0.88009774,-0.85743594,0.517509164,0.4774,-0.0621246,0.057045172,-0.155311356,1.544909006,0.473
880491,58519,200,-0.8693528,-1.172161,0.5069597,-1.055922,-0.618315,0.6046398,114.344,0.473,-0.84063498,-0.81797318,0.480586064,0.4748,0.03946276,0.03946276,-0.0369231,1.364871421,0.472
880691,58719,200,-1.055922,-0.618315,0.6046398,-1.38022,0.3223443,-0.08009768,114.816,0.472,-0.788473814,-0.79765558,0.484102564,0.4734,0.052161166,0.0203176,0.0035165,1.419622744,0.473
880896,58924,205,-1.38022,0.3223443,-0.08009768,-0.5626374,-0.7501832,0.4678876,115.3,0.484,-0.806251594,-0.82813178,0.501684984,0.4716,-0.01777778,-0.0304762,0.01758242,1.047976376,0.472
881097,59125,201,-0.5626374,-0.7501832,0.4678876,-0.07423687,-1.769963,0.9211234,115.766,0.466,-0.806251594,-0.79706952,0.514774124,0.4696,0,0.03106226,0.01308914,1.996684365,0.484
881297,59325,200,-0.07423687,-1.769963,0.9211234,-0.9582417,-1.324542,0.5948718,116.229,0.463,-0.778705794,-0.859389418,0.48957266,0.4682,0.0275458,-0.062319898,-0.025201464,1.739687076,0.466
881497,59525,200,-0.9582417,-1.324542,0.5948718,-1.055922,-0.4630037,0.6700855,116.692,0.463,-0.817191754,-0.929523778,0.54798538,0.4728,-0.03848596,-0.07013436,0.05841272,1.333551002,0.463
881698,59726,201,-1.055922,-0.4630037,0.6700855,-1.242491,0.01074481,-0.206105,117.157,0.465,-0.92463986,-0.863882778,0.49504276,0.4732,-0.107448106,0.065641,-0.05294262,1.259515227,0.463
881917,59945,219,-1.242491,0.01074481,-0.206105,-0.7550672,-1.100855,0.7599512,117.664,0.507,-1.01216132,-0.889279578,0.48859588,0.4742,-0.08752146,-0.0253968,-0.00644688,1.536077483,0.465
882117,60145,200,-0.7550672,-1.100855,0.7599512,-0.6114774,-1.441758,0.6564103,118.132,0.468,-1.02368752,-0.859194098,0.41396828,0.4752,-0.0115262,0.03008548,-0.0746276,1.69807103,0.507
882317,60345,200,-0.6114774,-1.441758,0.6564103,-1.395849,-1.451526,0.5626374,118.6,0.468,-1.03677672,-0.96429788,0.452258878,0.4758,-0.0130892,-0.105103782,0.038290598,2.090904829,0.468
882517,60545,200,-1.395849,-1.451526,0.5626374,-1.113553,-0.3125763,0.2969475,119.068,0.468,-0.99790004,-0.94300356,0.487423698,0.4726,0.03887668,0.02129432,0.03516482,1.194103029,0.468
882717,60745,200,-1.113553,-0.3125763,0.2969475,-1.307937,-0.5147741,-0.01465201,119.536,0.468,-0.99653252,-1.00864456,0.440146518,0.4722,0.00136752,-0.065641,-0.04727718,1.405669325,0.468
882927,60955,210,-1.307937,-0.5147741,-0.01465201,-0.5606838,-0.9943834,0.9357753,120.027,0.491,-1.00063492,-0.96332096,0.375872998,0.4722,-0.0041024,0.0453236,-0.06427352,1.476089456,0.468
883127,61155,200,-0.5606838,-0.9943834,0.9357753,-0.6046398,-1.769963,0.4200244,120.493,0.466,-0.99125772,-0.94847358,0.453821718,0.4718,0.0093772,0.01484738,0.07794872,1.916971258,0.491
883328,61356,201,-0.6046398,-1.769963,0.4200244,-1.416361,-1.224908,0.2412698,120.961,0.468,-0.96507932,-1.03228312,0.49152624,0.4718,0.0261784,-0.08380954,0.037704522,1.888038455,0.466
883528,61556,200,-1.416361,-1.224908,0.2412698,-1.066667,-0.2383394,0.6866911,121.427,0.466,-0.99340654,-1.11824164,0.47765568,0.4732,-0.02832722,-0.08595852,-0.01387056,1.290786127,0.468
883729,61757,201,-1.066667,-0.2383394,0.6866911,-1.177045,-0.9338218,0.1738706,121.895,0.468,-1.01020752,-1.16219784,0.5970208,0.4748,-0.01680098,-0.0439562,0.11936512,1.51251085,0.466
883943,61971,214,-1.177045,-0.9338218,0.1738706,-0.7023199,-1.424176,0.8664225,122.393,0.498,-0.95042732,-1.07096472,0.59135536,0.476,0.0597802,0.09123312,-0.00566544,1.808927436,0.468
884144,62172,201,-0.7023199,-1.424176,0.8664225,-0.6886447,-1.989744,1.01685,122.867,0.474,-0.92542116,-1.04674006,0.55443228,0.4776,0.02500616,0.02422466,-0.03692308,2.338225103,0.498
884345,62373,201,-0.6886447,-1.989744,1.01685,-1.11746,-0.7687424,0.2129426,123.341,0.474,-0.85782656,-1.03599524,0.67047624,0.4794,0.0675946,0.01074482,0.11604396,1.372962592,0.474
884546,62574,201,-1.11746,-0.7687424,0.2129426,-0.9416362,-0.1172161,0.5020757,123.815,0.474,-0.9008058,-1.00141644,0.66188038,0.4744,-0.04297924,0.0345788,-0.00859586,1.073544762,0.474
884748,62776,202,-0.9416362,-0.1172161,0.5020757,-0.839072,-0.8800977,0.7540904,124.292,0.477,-0.88244194,-0.90080584,0.71111118,0.4904,0.01836386,0.1006106,0.0492308,1.430827073,0.474
884948,62976,200,-0.839072,-0.8800977,0.7540904,-0.9172161,-1.251282,0.8234432,124.765,0.473,-0.91018314,-0.86974356,0.71462766,0.5068,-0.0277412,0.03106228,0.00351648,1.756431246,0.477
885148,63176,200,-0.9172161,-1.251282,0.8234432,-0.5968254,-1.486691,1.263004,125.319,0.554,-0.9805129,-0.80586078,0.70739934,0.5226,-0.07032976,0.06388278,-0.00722832,2.040007302,0.473
885349,63377,201,-0.5968254,-1.486691,1.263004,-1.256166,-0.613431,0.230525,125.875,0.556,-0.95628824,-0.84766784,0.7193163,0.538,0.02422466,-0.04180706,0.01191696,1.416824755,0.554
885549,63577,200,-1.256166,-0.613431,0.230525,-1.293285,0.2021978,0.4659341,126.428,0.553,-0.92053732,-0.87990224,0.67360202,0.56,0.03575092,-0.0322344,-0.04571428,1.389447598,0.556
885749,63777,200,-1.293285,0.2021978,0.4659341,-0.7179487,-1.089133,0.8136752,126.982,0.554,-1.04380964,-0.74158724,0.51946276,0.5606,-0.12327232,0.138315,-0.15413926,1.537442148,0.553
885960,63988,211,-0.7179487,-1.089133,0.8136752,-0.7384615,-1.412454,0.5948718,127.565,0.583,-1.00493304,-0.71892546,0.55677656,0.5614,0.0388766,0.02266178,0.0373138,1.701241943,0.554
886160,64188,200,-0.7384615,-1.412454,0.5948718,-1.213187,-0.795116,0.4923077,128.122,0.557,-1.01567784,-0.745299086,0.58822954,0.562,-0.0107448,-0.026373626,0.03145298,1.531796012,0.583
886361,64389,201,-1.213187,-0.795116,0.4923077,-1.061783,-0.5001221,0.417094,128.682,0.56,-1.00649592,-0.695482266,0.598779,0.5632,0.00918192,0.04981682,0.01054946,1.245581253,0.557
886561,64589,200,-1.061783,-0.5001221,0.417094,-1.347009,0.07032967,0.623199,129.238,0.556,-0.92464,-0.741782666,0.60717948,0.5624,0.08185592,-0.0463004,0.00840048,1.485852113,0.56
886762,64790,201,-1.347009,0.07032967,0.623199,-0.6720391,-0.8400489,0.8664225,129.798,0.56,-0.903541,-0.809572666,0.6370696,0.4838,0.021099,-0.06779,0.02989012,1.381306141,0.556
886971,64999,209,-0.6720391,-0.8400489,0.8664225,-0.3291819,-1.643956,0.6368742,130.377,0.579,-0.8924054,-0.809181946,0.6464469,0.4048,0.0111356,0.00039072,0.0093773,1.793477293,0.56
887171,65199,200,-0.3291819,-1.643956,0.6368742,-1.107692,-1.134066,0.6417583,130.541,0.164,-0.9058852,-0.7957021,0.51184373,0.3262,-0.0134798,0.013479846,-0.13460317,1.710245881,0.579
887372,65400,201,-1.107692,-1.134066,0.6417583,-1.006105,-0.4981685,0.4639805,130.706,0.165,-0.92131866,-0.78691088,0.47081809,0.247,-0.01543346,0.00879122,-0.04102564,1.214782709,0.164
887572,65600,200,-1.006105,-0.4981685,0.4639805,-1.414408,0.1377289,-0.04981685,130.869,0.163,-0.97289376,-0.74940168,0.42862029,0.1676,-0.0515751,0.0375092,-0.0421978,1.421970801,0.165
887772,65800,200,-1.414408,0.1377289,-0.04981685,-0.7492064,-0.7960928,0.6612943,131.033,0.164,-1.02485956,-0.76034188,0.37704519,0.179,-0.0519658,-0.0109402,-0.0515751,1.277647889,0.163
887994,66022,222,-0.7492064,-0.7960928,0.6612943,-0.5870574,-1.45641,0.4258852,131.215,0.182,-1.08776556,-0.69958486,0.288937734,0.1904,-0.062906,0.06075702,-0.088107456,1.627004819,0.164
888194,66222,200,-0.5870574,-1.45641,0.4258852,-1.367521,-1.188767,0.3838828,131.436,0.221,-1.01352876,-0.91076924,0.350866924,0.202,0.0742368,-0.21118438,0.06192919,1.852200494,0.182
888394,66422,200,-1.367521,-1.188767,0.3838828,-1.320635,-0.1943834,0.02344322,131.658,0.222,-1.05865696,-0.93577536,0.364542124,0.2138,-0.0451282,-0.02500612,0.0136752,1.335069771,0.221
888594,66622,200,-1.320635,-0.1943834,0.02344322,-1.043224,-0.918193,0.2598291,131.879,0.221,-1.0344323,-1.02017096,0.572405284,0.225,0.02422466,-0.0843956,0.20786316,1.413826673,0.222
888795,66823,201,-1.043224,-0.918193,0.2598291,-0.9748474,-0.9211234,0.7296703,132.102,0.223,-0.9830527,-0.92971914,0.530012124,0.2256,0.0513796,0.09045182,-0.04239316,1.526831529,0.221
889010,67038,215,-0.9748474,-0.9211234,0.7296703,-0.4659341,-1.878388,1.465201,132.34,0.238,-0.9385105,-0.886349176,0.64781432,0.2258,0.0445422,0.043369964,0.117802196,2.427395731,0.223
889211,67239,201,-0.4659341,-1.878388,1.465201,-1.110623,-0.7365079,0.171917,132.564,0.224,-0.92053726,-0.897680056,0.77968244,0.2262,0.01797324,-0.01133088,0.13186812,1.343682548,0.238
889411,67439,200,-1.110623,-0.7365079,0.171917,-1.097924,0.02246642,0.6124542,132.787,0.223,-0.92034188,-0.943003576,0.7411965,0.2266,0.00019538,-0.04532352,-0.03848594,1.257394925,0.224
889611,67639,200,-1.097924,0.02246642,0.6124542,-0.9533578,-0.9748474,0.9191697,133.01,0.223,-1.01626372,-0.752136736,0.60600734,0.2248,-0.09592184,0.19086684,-0.13518916,1.644412201,0.223
889812,67840,201,-0.9533578,-0.9748474,0.9191697,-0.9738705,-1.147741,0.5372406,133.235,0.225,-1.00297912,-0.677118436,0.62495728,0.2246,0.0132846,0.0750183,0.01894994,1.598236721,0.223
890018,68046,206,-0.9738705,-1.147741,0.5372406,-0.9455433,-0.9240538,0.7892552,133.464,0.229,-0.99086692,-0.64996336,0.58647132,0.2248,0.0121122,0.027155076,-0.03848596,1.539756906,0.225
890218,68246,200,-0.9455433,-0.9240538,0.7892552,-1.0442,-0.3614164,0.2666667,133.687,0.223,-0.96273506,-0.60170938,0.54329672,0.225,0.02813186,0.04825398,-0.0431746,1.136699865,0.229
890419,68447,201,-1.0442,-0.3614164,0.2666667,-1.037363,0.1582418,0.4200244,133.911,0.224,-0.98813196,-0.63609278,0.59057388,0.2246,-0.0253969,-0.0343834,0.04727716,1.130302153,0.223
890620,68648,201,-1.037363,0.1582418,0.4200244,-0.8126985,-0.7335775,0.7032967,134.135,0.224,-1.0137241,-0.67536022,0.60483518,0.2254,-0.02559214,-0.03926744,0.0142613,1.30124596,0.224
890820,68848,200,-0.8126985,-0.7335775,0.7032967,-1.100855,-1.319658,0.7736264,134.358,0.223,-1.0774115,-0.70505496,0.6292552,0.2254,-0.0636874,-0.02969474,0.02442002,1.884642347,0.224
891029,69057,209,-1.100855,-1.319658,0.7736264,-1.073504,-1.120391,0.8605617,134.591,0.233,-1.0824909,-0.68161174,0.6503541,0.2252,-0.0050794,0.02344322,0.0210989,1.774331781,0.223
891230,69258,201,-1.073504,-1.120391,0.8605617,-1.362637,-0.5098901,0.3887668,134.814,0.223,-1.08698418,-0.67516486,0.63531136,0.2248,-0.00449328,0.00644688,-0.01504274,1.505957215,0.233
891431,69459,201,-1.362637,-0.5098901,0.3887668,-1.06276,0.2754579,0.5255189,135.037,0.223,-1.03540902,-0.71013446,0.68923088,0.2248,0.05157516,-0.0349696,0.05391952,1.217171305,0.223
891631,69659,200,-1.06276,0.2754579,0.5255189,-0.8351649,-0.7013431,0.628083,135.259,0.222,-1.05396822,-0.69157526,0.605226,0.225,-0.0185592,0.0185592,-0.08400488,1.258519292,0.223
891832,69860,201,-0.8351649,-0.7013431,0.628083,-0.8429792,-1.494506,1.043224,135.482,0.223,-1.04791222,-0.69352886,0.5983884,0.2248,0.006056,-0.0019536,-0.0068376,2.008103192,0.222
892042,70070,210,-0.8429792,-1.494506,1.043224,-1.1663,-1.027595,0.4405373,135.716,0.234,-1.15164842,-0.737484908,0.499731506,0.225,-0.1037362,-0.043956048,-0.098656894,1.615636186,0.223
892242,70270,200,-1.1663,-1.027595,0.4405373,-1.332357,-0.5196581,0.3545788,135.938,0.222,-1.11531142,-0.768156468,0.498950066,0.2252,0.036337,-0.03067156,-0.00078144,1.473412991,0.234
892443,70471,201,-1.332357,-0.5196581,0.3545788,-1.581441,0.05567766,0.03223443,136.162,0.224,-1.03931632,-0.791599668,0.393846166,0.225,0.0759951,-0.0234432,-0.1051039,1.582749095,0.222
892643,70671,200,-1.581441,0.05567766,0.03223443,-0.6534799,-0.8547009,0.6241758,136.385,0.223,-1.05260092,-0.785934148,0.395799766,0.2248,-0.0132846,0.00566552,0.0019536,1.243842851,0.224
892843,70871,200,-0.6534799,-0.8547009,0.6241758,-0.4630037,-1.611722,0.5177045,136.607,0.222,-1.01177052,-0.748229628,0.426080586,0.225,0.0408304,0.03770452,0.03028082,1.755003755,0.223
893052,71080,209,-0.4630037,-1.611722,0.5177045,-1.232723,-0.9992674,0.4503053,136.84,0.233,-0.92503052,-0.753504354,0.39482296,0.225,0.08674,-0.005274726,-0.031257626,1.649519989,0.222
893252,71280,200,-1.232723,-0.9992674,0.4503053,-1.128205,-0.3311355,0.5059829,137.063,0.223,-0.87912086,-0.736898734,0.42393164,0.225,0.04590966,0.01660562,0.02910868,1.280045287,0.233
893452,71480,200,-1.128205,-0.3311355,0.5059829,-1.147741,0.02930403,-0.1240537,137.287,0.224,-0.8886935,-0.702905934,0.4546032,0.2254,-0.00957264,0.0339928,0.03067156,1.15479758,0.223
893652,71680,200,-1.147741,0.02930403,-0.1240537,-0.4239316,-0.7716728,0.7697192,137.51,0.223,-0.8693529,-0.717753254,0.43272284,0.225,0.0193406,-0.01484732,-0.02188036,1.169471914,0.224
893852,71880,200,-0.4239316,-0.7716728,0.7697192,-0.5108669,-1.441758,0.6710623,137.734,0.224,-0.8720879,-0.716971814,0.42256412,0.225,-0.002735,0.00078144,-0.01015872,1.670322044,0.223
894059,72087,207,-0.5108669,-1.441758,0.6710623,-1.13602,-1.073504,0.3409035,137.965,0.231,-0.9209279,-0.87931614,0.431550684,0.2246,-0.04884,-0.162344326,0.008986564,1.599739815,0.224
894259,72287,200,-1.13602,-1.073504,0.3409035,-1.14188,-0.3272283,0.4551893,138.188,0.223,-0.9631257,-0.91721602,0.448156284,0.2248,-0.0421978,-0.03789988,0.0166056,1.272071379,0.231
894459,72487,200,-1.14188,-0.3272283,0.4551893,-1.391941,-0.7824176,-0.07912088,138.41,0.222,-1.06354092,-0.97347982,0.492893764,0.2244,-0.10041522,-0.0562638,0.04473748,1.598729859,0.223
894660,72688,201,-1.391941,-0.7824176,-0.07912088,-0.6349206,-0.9611722,0.8527472,138.634,0.224,-1.08717932,-0.90197804,0.476678884,0.225,-0.0236384,0.07150178,-0.01621488,1.433231996,0.222
894860,72888,200,-0.6349206,-0.9611722,0.8527472,-1.012943,-1.723077,0.8947497,138.856,0.222,-1.0410744,-0.78788768,0.471013424,0.207,0.04610492,0.11409036,-0.00566546,2.189891526,0.224
895070,73098,210,-1.012943,-1.723077,0.8947497,-1.254212,-0.7159951,0.2598291,139.09,0.234,-1.0287668,-0.84532356,0.5137973,0.189,0.0123076,-0.05743588,0.042783876,1.467381302,0.222
895271,73299,201,-1.254212,-0.7159951,0.2598291,-0.9113554,0.2432235,0.426862,139.223,0.133,-1.04752138,-0.85606832,0.55658126,0.1706,-0.01875458,-0.01074476,0.04278396,1.035344147,0.234
895471,73499,200,-0.9113554,0.2432235,0.426862,-1.330403,-1.069597,0.1347985,139.355,0.132,-0.96078138,-0.88185592,0.62202692,0.1526,0.08674,-0.0257876,0.06544566,1.712361095,0.133
895671,73699,200,-1.330403,-1.069597,0.1347985,-0.7286935,-1.014896,1.066667,139.487,0.132,-0.93714298,-0.8373138,0.60796098,0.1358,0.0236384,0.04454212,-0.01406594,1.642798404,0.132
895872,73900,201,-0.7286935,-1.014896,1.066667,-0.579243,-1.852015,1.221978,139.619,0.132,-0.94007338,-0.93186814,0.64918198,0.136,-0.0029304,-0.09455434,0.041221,2.293188227,0.132
896099,74127,227,-0.579243,-1.852015,1.221978,-1.13602,-0.4932845,0.1894994,139.769,0.15,-0.85294272,-0.88771676,0.71032974,0.1364,0.08713066,0.04415138,0.06114776,1.252909039,0.132
896299,74327,200,-1.13602,-0.4932845,0.1894994,-0.9260074,-0.2295482,0.632967,139.903,0.134,-0.94026882,-0.93655696,0.61264958,0.1368,-0.0873261,-0.0488402,-0.09768016,1.14491454,0.15
896499,74527,200,-0.9260074,-0.2295482,0.632967,-0.8947497,-0.8488401,0.4405373,140.037,0.134,-0.94925538,-0.87677676,0.55482296,0.1372,-0.00898656,0.0597802,-0.05782662,1.309648676,0.134
896699,74727,200,-0.8947497,-0.8488401,0.4405373,-1.165324,-1.259097,0.5782662,140.171,0.134,-0.94769238,-0.8918195,0.5708425,0.136,0.001563,-0.01504274,0.01601954,1.810441128,0.134
896899,74927,200,-1.165324,-1.259097,0.5782662,-0.6241758,-1.553114,0.9328449,140.305,0.134,-0.9885227,-0.828132082,0.54231992,0.1358,-0.04083032,0.063687418,-0.02852258,1.916235407,0.134
